title,type,link,related,properties
Ban Ki-moon,person,https://vi.wikipedia.org/wiki/Ban_Ki-moon,"[""António Guterres"", ""Asha-Rose Migiro"", ""Barack Obama"", ""Boutros Boutros-Ghali"", ""Dag Hammarskjöld"", ""Dmitry Anatolyevich Medvedev"", ""Hatoyama Yukio"", ""Jan Eliasson"", ""John F. Kennedy"", ""Kofi Annan"", ""Kurt Waldheim"", ""Lee Hae-chan"", ""Đại học Harvard"", ""Đại học Quốc gia Seoul""]","{""Cấp phó"": [""Asha-Rose Migiro"", ""Jan Eliasson""], ""Tiền nhiệm"": ""Yoon Young-kwan"", ""Kế nhiệm"": ""Song Min-soon"", ""Thủ tướng"": [""Lee Hae-chan"", ""Han Myeong-sook""], ""Sinh"": [""13 tháng 6, 1944"", ""(81 tuổi)"", ""Eumseong"", "","", ""Hàn Quốc""], ""Phối ngẫu"": ""Yoo Soon-taek"", ""Con cái"": ""3"", ""Giáo dục"": [""Đại học Seoul"", ""Đại học Harvard"", ""("", ""MPA"", "")""], ""Chữ ký"": """"}"
Bengt Holmström,person,https://vi.wikipedia.org/wiki/Bengt_Holmstr%C3%B6m,"[""Amartya Sen"", ""Bertil Ohlin"", ""Christopher A. Pissarides"", ""Christopher A. Sims"", ""Clive Granger"", ""David Card"", ""Douglass North"", ""Esther Duflo"", ""Finn E. Kydland"", ""Franco Modigliani"", ""Friedrich Hayek"", ""Gary Becker"", ""George Akerlof"", ""George Stigler"", ""Gérard Debreu"", ""Harry Markowitz"", ""James Heckman"", ""James M. Buchanan"", ""James Meade"", ""James Mirrlees"", ""James Tobin"", ""Jean Tirole"", ""John Hicks"", ""Joseph Stiglitz"", ""Joshua Angrist"", ""Kenneth Arrow"", ""Lawrence Klein"", ""Maurice Allais"", ""Merton Miller"", ""Michael Spence"", ""Milton Friedman"", ""Myron Scholes"", ""Paul Samuelson"", ""Peter A. Diamond"", ""Richard Stone"", ""Richard Thaler"", ""Robert F. Engle"", ""Robert Fogel"", ""Robert Lucas, Jr."", ""Robert Mundell"", ""Robert Solow"", ""Ronald Coase"", ""Simon Kuznets"", ""Theodore Schultz"", ""Thomas J. Sargent"", ""Trygve Haavelmo"", ""Viện Công nghệ Massachusetts"", ""William Vickrey"", ""Đại học Helsinki"", ""Đại học Stanford""]","{""Sinh"": [""18 tháng 4, 1949"", ""(76 tuổi)"", ""Helsinki"", "","", ""Phần Lan""], ""Quốc tịch"": ""Phần Lan"", ""Trường theo học"": [""Đại học Helsinki"", ""(BS)"", ""Đại học Stanford"", ""(MS, PhD)""], ""Giải thưởng"": ""Giải Nobel Kinh tế (2016)""}"
Bashar al-Assad,person,https://vi.wikipedia.org/wiki/Bashar_al-Assad,"[""Barack Obama"", ""Dmitry Anatolyevich Medvedev"", ""Hafez al-Assad"", ""Jacques Chirac"", ""Wael Nader al-Halqi"", ""Đại học Damascus""]","{""Thủ tướng"": ""Xem danh sách Muhammad Mustafa Mero Muhammad Naji al-Otari Adel Safar Riyad Farid Hijab Omar Ibrahim Ghalawanji Wael Nader al-Halqi Imad Khamis Hussein Arnous Mohammad Ghazi al-Jalali"", ""Phó Tổng thống"": [""Xem danh sách"", ""Abdul Halim Khaddam"", ""(2000–2005)"", ""Zuhair Masharqa"", ""(2000–2006)"", ""Farouk al-Sharaa"", ""(2006–2014)"", ""Najah al-Attar"", ""(2006–2024)"", ""Faisal Mekdad"", ""(9–12/2024)""], ""Tiền nhiệm"": ""Hafez al-Assad"", ""Kế nhiệm"": [""Ibrahim al-Hadid"", ""(quyền)""], ""Cấp phó"": ""Abdullah al-Ahmar Hilal Hilal Ibrahim al-Hadid"", ""Sinh"": [""11 tháng 9, 1965"", ""(60 tuổi)"", ""Damascus"", "","", ""Cộng hòa Ả Rập Thống nhất""], ""Đảng chính trị"": ""đảng Ba'ath"", ""Phối ngẫu"": ""Asma al-Akhras"", ""Con cái"": [""Hafez"", ""Zein"", ""Karim""], ""Alma mater"": ""Đại học Damascus"", ""Chữ ký"": """", ""Website"": ""Trang tin Tổng thống"", ""Thuộc"": ""Syria"", ""Phục vụ"": ""Lực lượng Vũ trang Syria"", ""Năm tại ngũ"": ""1988–2024"", ""Cấp bậc"": ""Thống chế"", ""Đơn vị"": ""Vệ binh Cộng hòa (đến 2000)"", ""Chỉ huy"": ""Lực lượng Vũ trang Syria"", ""Tham chiến"": ""Nội chiến Syria""}"
Aung San Suu Kyi,person,https://vi.wikipedia.org/wiki/Aung_San_Suu_Kyi,"[""Abiy Ahmed"", ""Anwar Al-Sadad"", ""Aung San"", ""Ban Ki-moon"", ""Barack Obama"", ""Charles G. Dawes"", ""Dag Hammarskjöld"", ""Ellen Johnson Sirleaf"", ""George Marshall"", ""Henry Kissinger"", ""Hillary Clinton"", ""Htin Kyaw"", ""Jim Webb"", ""Jimmy Carter"", ""Juan Manuel Santos"", ""Kim Dae-jung"", ""Kofi Annan"", ""Malala Yousafzai"", ""Maria Ressa"", ""Martti Ahtisaari"", ""Menachem Begin"", ""Mikhail Sergeyevich Gorbachyov"", ""Min Aung Hlaing"", ""Mohamed ElBaradei"", ""Muhammad Yunus"", ""Ne Win"", ""Nelson Mandela"", ""Philip Noel-Baker"", ""Satō Eisaku"", ""Shimon Peres"", ""Theodore Roosevelt"", ""Win Myint"", ""Woodrow Wilson"", ""Yingluck Shinawatra"", ""Óscar Arias"", ""Đại học Kyoto"", ""Đại học London"", ""Đại học Oxford""]","{""Nhiệm kỳ"": [""2 tháng 5"", ""năm"", ""2012"", ""–"", ""(13 năm, 181 ngày)""], ""Tổng thống"": [""Htin Kyaw"", ""Myint Swe"", ""(Quyền)"", ""Win Myint""], ""Tiền nhiệm"": ""không có"", ""Kế nhiệm"": ""Min Aung Hlaing (vai trò Lãnh đạo Nhà nước)"", ""Sinh"": [""19 tháng 6, 1945"", ""(80 tuổi)"", ""Rangoon"", "","", ""Miến Điện thuộc Anh"", ""(hiện tại là Yangon)""], ""Nghề nghiệp"": ""Chính trị gia"", ""Tôn giáo"": ""Phật giáo Nguyên thủy"", ""Đảng chính trị"": ""NLD"", ""Chồng"": ""Michael Aris (1972–mất 1999)"", ""Con cái"": [""Alexander"", ""Kim""], ""Alma mater"": [""Đại học Delhi"", ""St Hugh's College, Oxford"", ""Đại học London""], ""Chữ ký"": """"}"
Benigno Aquino III,person,https://vi.wikipedia.org/wiki/Benigno_Aquino_III,"[""Benigno Aquino, Jr."", ""Carlos Polistico García"", ""Corazon Aquino"", ""Diosdado Macapagal"", ""Elpidio Quirino"", ""Emilio Aguinaldo"", ""Ferdinand Marcos"", ""Fidel Ramos"", ""Gloria Macapagal Arroyo"", ""Joseph Estrada"", ""José P. Laurel"", ""Manuel L. Quezon"", ""Manuel Roxas"", ""Ramon Magsaysay"", ""Rodrigo Duterte"", ""Sergio Osmeña""]","{""Phó Tổng thống"": ""Jejomar Binay"", ""Tiền nhiệm"": ""José Yap"", ""Kế nhiệm"": ""José Yap"", ""Sinh"": [""("", ""1960-02-08"", "")"", ""8 tháng 2, 1960"", ""Sampaloc"", "","", ""Manila"", "","", ""Philippines""], ""Mất"": [""24 tháng 6, 2021"", ""(2021-06-24)"", ""(61 tuổi)"", ""Thành phố Quezon"", "","", ""Philippines""], ""Quốc tịch"": ""Philippines"", ""Đảng chính trị"": ""Đảng Tự do"", ""Quan hệ"": [""Benigno Aquino Jr."", ""(Cha)"", ""Corazon Aquino"", ""(Mẹ)"", ""Kris Aquino"", ""(Em gái)""], ""Cư trú"": ""Đường Times, Thành phố Quezon , Philippines"", ""Alma mater"": ""Đại học Ateneo de Manila"", ""Tôn giáo"": ""Công giáo Roma"", ""Chữ ký"": """", ""Website"": ""Website chính thức""}"
Benjamin Britten,person,https://vi.wikipedia.org/wiki/Benjamin_Britten,"[""Henry Purcell"", ""Michelangelo""]","{""Sinh"": """", ""Tên khai sinh"": ""Edward Benjamin Britten"", ""Ngày sinh"": ""22 tháng 11, 1913"", ""Nơi sinh"": ""Lowestoft"", ""Mất"": """", ""Ngày mất"": ""4 tháng 12, 1976"", ""Nơi mất"": ""Aldeburgh"", ""Nguyên nhân"": ""suy tim"", ""An nghỉ"": ""Nhà thờ Thánh Phêrô và Thánh Phaolô"", ""Giới tính"": ""nam"", ""Quốc tịch"": ""Vương quốc Liên hiệp Anh và Bắc Ireland"", ""Nghề nghiệp"": ""nhạc trưởng , nhà soạn nhạc , nghệ sĩ dương cầm , chính khách , biên đạo múa"", ""Gia đình"": """", ""Cha"": ""Robert Victor Britten"", ""Mẹ"": ""Edith Rhoda Hockey"", ""Người tình"": ""Peter Pears"", ""Thầy giáo"": ""Harold Samuel, John Ireland, Frank Bridge"", ""Năm hoạt động"": ""1937 – 1976"", ""Đào tạo"": ""Cao đẳng Âm nhạc Hoàng gia, Gresham's School, Old Buckenham Hall School"", ""Thể loại"": ""opera , giao hưởng , nhạc cổ điển"", ""Nhạc cụ"": ""dương cầm"", ""Hãng đĩa"": ""Decca Records"", ""Thành viên của"": ""Viện Hàn lâm Khoa học và Nghệ thuật Serbia, Học viện Nghệ thuật CHDC Đức, Học viện Âm nhạc Hoàng gia Thụy Điển, Viện Hàn lâm Khoa học và Nghệ thuật Hoa Kỳ , Học viện Mỹ thuật Bavarian, Học viện Nghệ thuật Paris"", ""Tác phẩm"": ""Giấc mơ giữa đêm hè , The Turn of the Screw , Peter Grimes , The Rape of Lucretia , Albert Herring , The Young Person's Guide to the Orchestra"", ""Giải thưởng"": ""Giải thưởng âm nhạc Léonie Sonning, Huy chương vàng Hiệp hội Philharmonic Hoàng gia, Giải Wihuri Sibelius, Giải thưởng Âm nhạc Ernst von Siemens, Johann-Heinrich-Merck-Ehrung, Companion of Honour, Huân chương Công lao""}"
Basuki Tjahaja Purnama,person,https://vi.wikipedia.org/wiki/Basuki_Tjahaja_Purnama,"[""Joko Widodo""]","{""Tổng thống"": ""Joko Widodo"", ""Cấp phó"": ""Khairul Efendi"", ""Tiền nhiệm"": ""Usman Saleh"", ""Kế nhiệm"": ""Khairul Efendi"", ""Thống đốc"": ""Joko Widodo"", ""Khu vực bầu cử"": ""Bangka Belitung"", ""Sinh"": [""Basuki Tjahaja Purnama"", ""29 tháng 6, 1966"", ""(59 tuổi)"", ""Manggar"", "","", ""Bangka Belitung"", "","", ""Indonesia""], ""Đảng chính trị"": ""PPIB (2004 - 2008), Golkar (2008 - 2012), Geindra (2012 - 2014), PDIP (2019 - hiện nay)"", ""Phối ngẫu"": ""Veronica Tan"", ""Quan hệ"": [""Indra Tjahaja Purnama (cha)"", ""Buniarti Ningsih (mẹ)""], ""Con cái"": [""Nicholas Sean Purnama"", ""Nathania Berniece"", ""Daud Albeenner""], ""Alma mater"": [""Trisakti University"", ""STIE Prasetiya Mulya""], ""Chuyên môn"": ""Chính trị gia"", ""Website"": ""ahok.org""}"
Benjamin Butler,person,https://vi.wikipedia.org/wiki/Benjamin_Butler,[],"{""Tiền nhiệm"": ""Arthur P. Bonney"", ""Kế nhiệm"": ""Ephraim B. Patch"", ""Khu vực bầu cử"": ""Quận thứ 5 (1867–1873) Quận thứ 6 (1873–1875) Quận thứ 7 (1877–1879)"", ""Sinh"": [""Benjamin Franklin Butler"", ""5 tháng 11 năm 1818"", ""Deerfield"", "","", ""New Hampshire"", "","", ""Hoa Kỳ""], ""Mất"": ""11 tháng 1, 1893 (73 tuổi)"", ""Nơi an nghỉ"": ""Nghĩa trang Hildreth Family, Lowell, Massachusetts"", ""Quốc tịch"": ""Hoa Kỳ"", ""Đảng chính trị"": [""Đảng Dân chủ"", ""(1840–1861)"", ""Đảng Cộng hòa"", ""(1861-1874)"", ""Đảng Greenback"", ""(1874–1889)""], ""Phối ngẫu"": ""Sarah Hildreth Butler (kết hôn 1844-1876)"", ""Con cái"": ""4, bao gồm Blanche Butler Ames"", ""Alma mater"": ""Colby College"", ""Nghề nghiệp"": ""Chính khách, thiếu tướng, luật sư, doanh nhân"", ""Chữ ký"": """", ""Thuộc"": ""Hoa Kỳ Liên bang miền Bắc Hoa Kỳ"", ""Phục vụ"": ""Lục quân Hoa Kỳ (Quân đoàn nghiệp đoàn)"", ""Cấp bậc"": """", ""Chỉ huy"": ""Department of Virginia Army of the Gulf Army of the James"", ""Tham chiến"": ""Nội chiến Hoa Kỳ Trận Big Bethel Trận Hatteras Inlet Trận New Orleans Chiến dịch Bermuda Hundred Trận Port Walthall Trận Proctor's Creek Trận Ware Bottom Church Trận Petersburg thứ nhất Trận Chaffin's Farm Trận Fort Fisher thứ nhất""}"
Benjamin Harrison,person,https://vi.wikipedia.org/wiki/Benjamin_Harrison,"[""Barack Obama"", ""Bill Clinton"", ""Calvin Coolidge"", ""Chester A. Arthur"", ""Donald Trump"", ""Dwight D. Eisenhower"", ""Franklin D. Roosevelt"", ""Franklin Pierce"", ""George H. W. Bush"", ""George W. Bush"", ""Gerald Ford"", ""Harry S. Truman"", ""Herbert Hoover"", ""James A. Garfield"", ""James Buchanan"", ""James K. Polk"", ""James Madison"", ""James Monroe"", ""Jimmy Carter"", ""Joe Biden"", ""John Adams"", ""John F. Kennedy"", ""John Quincy Adams"", ""John Tyler"", ""Lyndon B. Johnson"", ""Richard Nixon"", ""Ronald Reagan"", ""Rutherford B. Hayes"", ""Theodore Roosevelt"", ""Thomas Jefferson"", ""Ulysses S. Grant"", ""Warren G. Harding"", ""William Henry Harrison"", ""William Howard Taft"", ""William McKinley"", ""Woodrow Wilson"", ""Đại học Miami""]","{""Phó Tổng thống"": ""Levi P. Morton"", ""Tiền nhiệm"": ""Joseph McDonald"", ""Kế nhiệm"": ""David Turpie"", ""Sinh"": [""20 tháng 8"", ""năm"", ""1833"", ""North Bend"", "","", ""Ohio"", "","", ""Hoa Kỳ""], ""Mất"": [""13 tháng 3"", ""năm"", ""1901"", ""(67 tuổi)"", ""Indianapolis"", "","", ""Indiana"", "","", ""Hoa Kỳ""], ""Nơi an nghỉ"": [""Nghĩa trang Crown Hill"", ""Indianapolis, Indiana, Hoa Kỳ""], ""Đảng chính trị"": ""Đảng Cộng hoà (1856–1901)"", ""Đảng khác"": ""Đảng Whig (trước 1856)"", ""Phối ngẫu"": [""Caroline Scott"", ""(cưới"", ""1853"", ""⁠–⁠mất"", ""1892"", "")"", ""Mary Scott Lord"", ""(cưới"", ""1896"", ""⁠–⁠his death1901)""], ""Con cái"": ""Russell Mary Elizabeth"", ""Giáo dục"": ""Học viện Quân sự Ohio Đại học Miami"", ""Chuyên môn"": ""Chính trị gia Luật sư"", ""Chữ ký"": """", ""Thuộc"": ""Hoa Kỳ"", ""Phục vụ"": [""Lục quân Hoa Kỳ"", ""Lục quân Liên bang""], ""Năm tại ngũ"": ""1862–1865"", ""Cấp bậc"": [""Đại tá"", ""Chuẩn tướng""], ""Đơn vị"": ""Binh đoàn Cumberland"", ""Chỉ huy"": ""Trung đoàn Bộ binh Indiana 70 Lữ đoàn 1, Sư đoàn 1, Quân đoàn XX"", ""Tham chiến"": ""Nội chiến Hoa Kỳ""}"
Bill de Blasio,person,https://vi.wikipedia.org/wiki/Bill_de_Blasio,"[""Andrew Cuomo"", ""Hillary Clinton"", ""Michael Bloomberg"", ""Đại học Columbia"", ""Đại học New York""]","{""Tiền nhiệm"": ""Stephen DiBrienza"", ""Kế nhiệm"": ""Brad Lander"", ""Sinh"": [""Warren Wilhelm Jr."", ""8 tháng 5, 1961"", ""(64 tuổi)"", ""Manhattan"", "","", ""Thành phố New York"", "", Hoa Kỳ""], ""Đảng chính trị"": ""Dân chủ"", ""Phối ngẫu"": ""Chirlane McCray (cưới 1994)"", ""Con cái"": ""2"", ""Cư trú"": ""Gracie Mansion (Chính thức)"", ""Giáo dục"": [""Đại học New York"", ""("", ""BA"", "")"", ""Đại học Columbia"", ""("", ""MIA"", "")""], ""Chữ ký"": """", ""Website"": [""nyc"", "".gov"", ""/mayor"", ""(chính phủ)"", ""billdeblasio"", "".com"", ""(cá nhân)""]}"
Bhimrao Ambedkar,person,https://vi.wikipedia.org/wiki/Bhimrao_Ambedkar,"[""Jawaharlal Nehru"", ""Trường Kinh tế và Khoa học Chính trị Luân Đôn"", ""Đại học Columbia""]","{""Sinh"": """", ""Tên khai sinh"": ""Bhīvā Rāmjī Sakpāḷ"", ""Ngày sinh"": ""14 tháng 4, 1891"", ""Nơi sinh"": ""Bhim Janmabhoomi"", ""Mất"": """", ""Ngày mất"": ""6 tháng 12, 1956"", ""Nơi mất"": ""Dr. Ambedkar National Memorial"", ""Nguyên nhân"": ""bệnh"", ""An nghỉ"": ""Chaitya Bhoomi"", ""Nơi cư trú"": ""Ấn Độ , Hoa Kỳ , Luân Đôn"", ""Giới tính"": ""nam"", ""Quốc tịch"": ""Ấn Độ thuộc Anh , Ấn Độ"", ""Đảng chính trị"": ""Scheduled Castes Federation, Đảng Lao động Độc lập Ấn Độ, Đảng Cộng hòa Ấn Độ"", ""Tôn giáo"": ""Phật giáo"", ""Nghề nghiệp"": ""nhà kinh tế học , chính khách , người theo chủ nghĩa hợp hiến, luật sư tranh tụng, nhà luật học , nhà xã hội học, nhà nhân chủng học, nhà sư phạm, nhà văn , nhà triết học , nhà cải cách xã hội, nhà báo , nhà cách mạng , giáo sư , nhà khoa học chính trị, người uyên bác , nhà hùng biện, freedom fighter, nhà sử học , biên tập viên báo, người ủng hộ quyền công dân, nhà nhân đạo, nhà hoạt động nhân quyền , nhà lý luận giáo dục, lãnh đạo tinh thần, nhà hoạt động vì hòa bình, người viết tự truyện, nhà văn chính trị, thần học gia, họa sĩ , nhà hoạt động nữ quyền, người viết thư mục, nhà văn tiểu luận, học giả"", ""Gia đình"": """", ""Cha"": ""Ramji Maloji Sakpal"", ""Mẹ"": ""Bhimabai Ramji Sakpal"", ""Hôn nhân"": ""Ramabai Ambedkar, Savita Ambedkar"", ""Con cái"": ""Yashwant Ambedkar"", ""Học vị"": [""Cử nhân Nghệ thuật"", ""Thạc sĩ Nghệ thuật"", ""Doctor of Philosophy in Economics"", ""Thạc sĩ Khoa học"", ""luật sư tranh tụng"", ""Tiến sĩ khoa học""], ""Thầy giáo"": ""John Dewey , Edwin Robert Anderson Seligman, Alexander Goldenweiser, Edwin Cannan, James Thomson Shotwell, James Harvey Robinson, Halford Mackinder, Leonard Trelawny Hobhouse, Goldsworthy Lowes Dickinson"", ""Lĩnh vực"": ""kinh tế học , luật pháp , triết học , nhân quyền , nhân loại học , chính trị , xã hội , hiến pháp , tôn giáo"", ""Năm hoạt động"": ""1919 – 1956"", ""Đào tạo"": ""Đại học Columbia , Trường Kinh tế và Khoa học Chính trị Luân Đôn , Elphinstone College, Government Law College, Mumbai"", ""Trào lưu"": ""phong trào xã hội , Phong trào độc lập Ấn Độ , Dalit Buddhist movement"", ""Tác phẩm"": ""Annihilation of Caste , Castes in India: Their Mechanism, Genesis and Development , Who Were the Shudras? , The Buddha and His Dhamma , Waiting for a Visa , Small Holdings in India and Their Remedies, The Problem of the Rupees: Its Origin and Its Solution, The Evolution of Provincial Finance in British India , Pakistan or Partition of India, Ranade, Gandhi and Jinnah"", ""Giải thưởng"": ""Bharat Ratna, The Greatest Indian, honorary doctorate from Columbia University, honorary doctor of Osmania University""}"
Bernard Cazeneuve,person,https://vi.wikipedia.org/wiki/Bernard_Cazeneuve,"[""Alain Juppé"", ""Alexandre Millerand"", ""Armand Fallières"", ""Charles de Gaulle"", ""Charles-Maurice de Talleyrand-Périgord"", ""Dominique de Villepin"", ""Emmanuel Macron"", ""François Arago"", ""François Fillon"", ""François Hollande"", ""Gabriel Attal"", ""Gaston Doumergue"", ""Georges Clemenceau"", ""Georges Pompidou"", ""Jacques Chaban-Delmas"", ""Jacques Chirac"", ""Jean Casimir-Perier"", ""Jean-Marc Ayrault"", ""Laurent Fabius"", ""Manuel Valls"", ""Michel Barnier"", ""Michel Debré"", ""Michel Rocard"", ""Pierre Mendès France"", ""Raymond Poincaré"", ""Vincent Auriol"", ""Édouard Philippe"", ""Émile Loubet""]","{""Tổng thống"": ""François Hollande"", ""Tiền nhiệm"": ""Yves Bonnet"", ""Kế nhiệm"": ""Jean Lemière"", ""Thủ tướng"": ""Jean-Marc Ayrault"", ""Sinh"": [""2 tháng 6"", ""năm"", ""1963"", ""(53 tuổi)"", ""Senlis"", "","", ""Pháp""], ""Đảng chính trị"": ""Đảng Xã hội"", ""Alma mater"": ""Viện Nghiên cứu Chính trị Bordeaux""}"
Bertil Ohlin,person,https://vi.wikipedia.org/wiki/Bertil_Ohlin,"[""Amartya Sen"", ""Bengt Holmström"", ""Christopher A. Pissarides"", ""Christopher A. Sims"", ""Clive Granger"", ""Dag Hammarskjöld"", ""David Card"", ""Douglass North"", ""Esther Duflo"", ""Finn E. Kydland"", ""Franco Modigliani"", ""Friedrich Hayek"", ""Gary Becker"", ""George Akerlof"", ""George Stigler"", ""Gérard Debreu"", ""Harry Markowitz"", ""James Heckman"", ""James M. Buchanan"", ""James Meade"", ""James Mirrlees"", ""James Tobin"", ""Jean Tirole"", ""John Hicks"", ""Joseph Stiglitz"", ""Joshua Angrist"", ""Kenneth Arrow"", ""Lawrence Klein"", ""Maurice Allais"", ""Merton Miller"", ""Michael Spence"", ""Milton Friedman"", ""Myron Scholes"", ""Paul Samuelson"", ""Peter A. Diamond"", ""Richard Stone"", ""Richard Thaler"", ""Robert F. Engle"", ""Robert Fogel"", ""Robert Lucas, Jr."", ""Robert Mundell"", ""Robert Solow"", ""Ronald Coase"", ""Simon Kuznets"", ""Theodore Schultz"", ""Thomas J. Sargent"", ""Trygve Haavelmo"", ""William Vickrey"", ""Đại học Copenhagen"", ""Đại học Harvard"", ""Đại học Lund"", ""Đại học Stockholm""]","{""Nhiệm kỳ"": ""1938 – 1970"", ""Tiền nhiệm"": ""Gustaf Andersson"", ""Kế nhiệm"": ""Sven Wedén"", ""Quốc tịch"": ""Thụy Điển"", ""Sinh"": [""("", ""1899-04-23"", "")"", ""23 tháng 4 năm 1899"", ""Klippan"", "","", ""hạt Skåne""], ""Mất"": [""3 tháng 8 năm 1979"", ""(1979-08-03)"", ""(80 tuổi)"", ""Åre"", "","", ""hạt Jämtland""], ""Đảng chính trị"": ""Đảng Nhân dân Tự do"", ""Alma mater"": [""Cử nhân"", ""Đại học Lund"", ""(1917)"", ""Thạc sĩ"", ""Đại học Harvard"", ""(1923)"", ""Tiến sĩ"", ""Đại học Stockholm"", ""(1924)""]}"
Bettino Craxi,person,https://vi.wikipedia.org/wiki/Bettino_Craxi,"[""Alcide De Gasperi"", ""Aldo Moro"", ""Antonio Salandra"", ""Arnaldo Forlani"", ""Bettino Ricasoli"", ""Enrico Letta"", ""Francesco Cossiga"", ""Francesco Crispi"", ""Giovanni Giolitti"", ""Giovanni Spadolini"", ""Giuliano Amato"", ""Giulio Andreotti"", ""Giuseppe Conte"", ""Lamberto Dini"", ""Luigi Luzzatti"", ""Mario Draghi"", ""Mario Monti"", ""Matteo Renzi"", ""Paolo Gentiloni"", ""Romano Prodi"", ""Sandro Pertini"", ""Silvio Berlusconi"", ""Urbano Rattazzi"", ""Đại học Milan""]","{""Tổng thống"": [""Sandro Pertini"", ""Francesco Cossiga""], ""Tiền nhiệm"": ""Francesco De Martino"", ""Kế nhiệm"": ""Giorgio Benvenuto"", ""Sinh"": [""Benedetto Craxi"", ""24 tháng 2"", ""năm"", ""1934"", ""Milan"", "","", ""Vương quốc Ý""], ""Mất"": [""19 tháng 1"", ""năm"", ""2000"", ""(65 tuổi)"", ""Hammamet"", "","", ""Tunisia""], ""Đảng chính trị"": ""Đảng Xã hội"", ""Phối ngẫu"": ""Anna Maria Moncini (1959–2000)"", ""Con cái"": [""Bobo Craxi"", ""Stefania Craxi""], ""Alma mater"": ""Đại học Milan"", ""Chữ ký"": """"}"
Bettino Ricasoli,person,https://vi.wikipedia.org/wiki/Bettino_Ricasoli,"[""Urbano Rattazzi""]","{""Vua"": ""Vittorio Emanuele II"", ""Tiền nhiệm"": ""Vincenzo Peruzzi"", ""Kế nhiệm"": ""Ubaldino Peruzzi"", ""Khu bầu cử"": ""Florence"", ""Sinh"": [""9 tháng 3"", ""năm"", ""1809"", ""Florence"", "","", ""Arno"", "","", ""Đệ nhất Đế chế Pháp""], ""Mất"": [""23 tháng 10"", ""năm"", ""1880"", ""(71 tuổi)"", ""Lâu đài Brolio"", "","", ""Gaiole in Chianti"", "","", ""Vương quốc Ý""], ""Đảng chính trị"": ""Đảng Lịch sử Cánh hữu"", ""Phối ngẫu"": ""Anna Bonaccorsi"", ""Con cái"": ""Elisabetta"", ""Giáo dục"": ""Đại học Cicognini"", ""Chuyên môn"": ""Địa chủ"", ""Chữ ký"": """"}"
Bernie Sanders,person,https://vi.wikipedia.org/wiki/Bernie_Sanders,"[""Donald Trump"", ""Hillary Clinton"", ""University of Chicago""]","{""Tiền nhiệm"": ""Gordon Paquette"", ""Kế nhiệm"": ""Peter Clavelle"", ""Sinh"": [""Bernard Sanders"", ""8 tháng 9, 1941"", ""(84 tuổi)"", ""Brooklyn"", "","", ""New York City""], ""Quốc tịch"": ""American"", ""Đảng chính trị"": [""Độc lập (1979–hiện tại)"", ""(tranh cử ứng cử viên tổng thống của đảng Dân chủ)"", ""["", ""1"", ""]"", ""["", ""2"", ""]""], ""Đảng khác"": ""Liberty Union (1971–1979)"", ""Phối ngẫu"": [""Deborah Shiling (1964–1966)"", ""Jane O’Meara Sanders"", ""(1988–nay)""], ""Bạn đời"": ""Susan Mott (1969) [ 3 ]"", ""Con cái"": [""Levi (w/ Susan Mott)"", ""3 stepchildren (Dave Driscoll, Carina Driscoll, Heather Titus)""], ""Alma mater"": ""University of Chicago"", ""Chữ ký"": """", ""Website"": [""Senate website"", ""Presidential campaign website""]}"
Bogdan Borusewicz,person,https://vi.wikipedia.org/wiki/Bogdan_Borusewicz,"[""Aleksander Kwaśniewski"", ""Andrzej Duda"", ""Bronisław Komorowski"", ""Donald Tusk"", ""Ewa Kopacz"", ""Grzegorz Schetyna"", ""Jarosław Kaczyński"", ""Lech Kaczyński""]","{""Tổng thống"": [""Aleksander Kwaśniewski"", ""Lech Kaczyński"", ""Bronisław Komorowski"", ""(Quyền)"", ""Bản thân"", ""(Quyền)"", ""Grzegorz Schetyna"", ""(Quyền)"", ""Bronisław Komorowski"", ""Andrzej Duda""], ""Thủ tướng"": ""Donald Tusk"", ""Tiền nhiệm"": ""Bronisław Komorowski (quyền)"", ""Kế nhiệm"": ""Grzegorz Schetyna (quyền)"", ""Sinh"": [""Bogdan Michał Borusewicz"", ""11 tháng 1"", ""năm"", ""1949"", ""(68 tuổi)"", ""Lidzbark Warmiński"", "","", ""Cộng hòa Nhân dân Ba Lan""], ""Đảng chính trị"": [""Độc lập"", ""(2005–nay)"", ""Cương lĩnh Dân sự"", ""(2007–nay)""], ""Đảng khác"": [""Liên minh Dân chủ"", ""(1990–1994)"", ""Liên minh Tự do"", ""(1994–2005)"", ""Pháp luật và Công lý"", ""(2005–2007)""], ""Phối ngẫu"": ""Alina Pienkowska (Ly dị)"", ""Con cái"": ""2"", ""Alma mater"": ""Đại học Công giáo John Paul II Lublin"", ""Chuyên môn"": ""Nhà sử học""}"
