title,type,link,related,properties
Trường Luật học Đế quốc,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Lu%E1%BA%ADt_h%E1%BB%8Dc_%C4%90%E1%BA%BF_qu%E1%BB%91c,[],{}
Trường Lycée Condorcet,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Lyc%C3%A9e_Condorcet,[],{}
Trường Luật Đại học Duke,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Lu%E1%BA%ADt_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Duke,[],{}
Trường Lục quân Bảo Định,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_L%E1%BB%A5c_qu%C3%A2n_B%E1%BA%A3o_%C4%90%E1%BB%8Bnh,[],{}
Trường Harrow,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Harrow,"[""Eton College"", ""Jawaharlal Nehru"", ""Winston Churchill""]","{""Tọa độ"": ""51°34′21″B 00°20′6″T ﻿ / ﻿ 51,5725°B 0,335°T ﻿ / 51.57250; -0.33500"", ""Loại"": [""Trường công"", ""Trường tự chủ"", ""Trường nội trú""], ""Khẩu hiệu"": [""tiếng Latinh"", "":"", ""Stet Fortuna Domus"", ""(Let the Fortune of the House Stand)"", ""tiếng Latinh"", "":"", ""Donorum Dei Dispensatio Fidelis"", ""(The Faithful Dispensation of the Gifts of God)""], ""Tôn giáo liên kết"": ""Giáo hội Anh"", ""Thành lập"": ""1572 ; 453 năm trước ( 1572 ) ( Hiến chương Hoàng gia )"", ""Sáng lập"": ""John Lyon of Preston"", ""Chủ tịch"": ""J P Batting"", ""Head Master"": ""Alastair Land"", ""Nhân viên"": ""~200 (full-time)"", ""Giới tính theo học"": ""Male"", ""Độ tuổi theo học"": ""13 đến 18"", ""Số Sinh viên"": ""~830 pupils"", ""Nhà"": ""12"", ""Màu"": ""Xanh và Trắng"", ""Xuất bản"": ""The Harrovian"", ""Học phí"": ""£41,775"", ""Former pupils"": ""Old Harrovians"", ""Badges"": [""The Harrow Lion"", ""The Silver Arrow""], ""Website"": ""Bản mẫu:Official url""}"
Trường Millsaps (BA),university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Millsaps_%28BA%29,[],{}
Trường Nghệ thuật và Thiết kế Cao cấp Pablo Picasso,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Ngh%E1%BB%87_thu%E1%BA%ADt_v%C3%A0_Thi%E1%BA%BFt_k%E1%BA%BF_Cao_c%E1%BA%A5p_Pablo_Picasso,[],{}
Trường Luật Harvard,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Lu%E1%BA%ADt_Harvard,"[""Đại học Harvard""]","{""Khẩu hiệu"": ""Veritas [ 1 ]"", ""Khẩu hiệu trong Tiếng Anh"": ""Truth"", ""Loại hình"": ""Tư thục"", ""Thành lập"": ""1817 ; 208 năm trước ( 1817 )"", ""Tổ chức mẹ"": ""Đại học Harvard"", ""Giám đốc"": ""John F. Manning"", ""Giảng viên"": ""391 [ 2 ]"", ""Sinh viên"": ""1,990 [ 3 ]"", ""Vị trí"": [""Cambridge"", "","", ""Massachusetts"", "","", ""Hoa Kỳ"", ""42°22′41″B"", ""71°07′07″T"", ""﻿ / ﻿"", ""42,378102°B 71,118552°T"", ""﻿ /"", ""42.378102; -71.118552""], ""Website"": ""hls .harvard .edu""}"
Trường Ngữ pháp Geelong,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Ng%E1%BB%AF_ph%C3%A1p_Geelong,[],{}
Trường Ngữ pháp Karachi,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Ng%E1%BB%AF_ph%C3%A1p_Karachi,[],{}
Trường Dịch vụ Đối ngoại,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_D%E1%BB%8Bch_v%E1%BB%A5_%C4%90%E1%BB%91i_ngo%E1%BA%A1i,"[""Aleksander Kwaśniewski"", ""Anthony Lake"", ""António Guterres"", ""Ban Ki-moon"", ""Barack Obama"", ""Bill Clinton"", ""Chuck Hagel"", ""Donald Trump"", ""George Tenet"", ""Gloria Macapagal Arroyo"", ""Henry Kissinger"", ""Học viện Công nghệ Georgia"", ""José Manuel Barroso"", ""Kofi Annan"", ""Laura Chinchilla"", ""Ronald Reagan"", ""Álvaro Uribe"", ""Đại học Columbia"", ""Đại học Georgetown"", ""Đại học Harvard""]","{""Khẩu hiệu"": ""Utraque Unum (From both, one)"", ""Loại hình"": ""Đại học tư thục , Đại học giáo dục khai phóng"", ""Thành lập"": ""1919 [ 1 ]"", ""Tổ chức mẹ"": ""Viện Đại học Georgetown ."", ""Liên kết"": ""APSIA"", ""Giám đốc"": ""Joel Hellman"", ""Giảng viên"": [""134 tại"", ""Washington, D.C."", ""52 tại"", ""Doha"", "","", ""Qatar"", ""["", ""2"", ""]""], ""Sinh viên"": ""2,273 [ 1 ]"", ""Sinh viên đại học"": ""1,423 [ 1 ]"", ""Sinh viên sau đại học"": ""850 [ 1 ]"", ""Địa chỉ"": [""Washington, D.C."", "","", ""Hoa Kỳ"", ""38°54′32″B"", ""77°4′25″T"", ""﻿ / ﻿"", ""38,90889°B 77,07361°T"", ""﻿ /"", ""38.90889; -77.07361""], ""Khuôn viên"": ""Thành thị""}"
Trường Ngữ pháp Giáo hội Anh Sydney,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Ng%E1%BB%AF_ph%C3%A1p_Gi%C3%A1o_h%E1%BB%99i_Anh_Sydney,[],{}
Trường Bách khoa Paris,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_B%C3%A1ch_khoa_Paris,"[""François Arago"", ""François Mitterrand"", ""Valéry Giscard d'Estaing"", ""École nationale des ponts et chaussées"", ""École nationale supérieure des mines de Paris"", ""École normale supérieure""]","{""Thành lập"": ""1794"", ""Loại hình"": ""Trường công"", ""Ngân sách"": ""71,3 triệu € (2006)"", ""Tổ chức quyên góp"": ""56,3 triệu € (2006)"", ""Địa điểm"": ""Palaiseau , Île-de-France , Pháp"", ""Sáng lập"": [""Jacques-Élie Lamblardie"", "","", ""Gaspard Monge"", "","", ""Lazare Carnot""], ""Hiệu trưởng"": ""François Bouchet"", ""Giáo viên"": ""452 (2011)"", ""Sinh viên"": ""2316 (2018)"", ""Trang web"": ""www.polytechnique.fr""}"
Trường Quân sự Chorrillos,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Qu%C3%A2n_s%E1%BB%B1_Chorrillos,[],{}
Trường Nội trú Quốc gia Cicognini,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_N%E1%BB%99i_tr%C3%BA_Qu%E1%BB%91c_gia_Cicognini,[],{}
Trường Ngữ pháp Melbourne,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Ng%E1%BB%AF_ph%C3%A1p_Melbourne,[],{}
Trường Shinbu Tokyo,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Shinbu_Tokyo,[],{}
"Trường St. Stephen, Delhi",university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_St._Stephen%2C_Delhi,[],{}
Trường Quốc gia Hành chính Pháp,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Qu%E1%BB%91c_gia_H%C3%A0nh_ch%C3%ADnh_Ph%C3%A1p,"[""Trường Hành chính quốc gia (Pháp)""]",{}
Trường Pellerin (1904–1908) Tiểu chủng viện Sài Gòn (1909–1917) Đại Chủng viện Phú Xuân (1917–1919) Đại học Truyền giáo Urbaniana,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Pellerin_%281904%E2%80%931908%29_Ti%E1%BB%83u_ch%E1%BB%A7ng_vi%E1%BB%87n_S%C3%A0i_G%C3%B2n_%281909%E2%80%931917%29_%C4%90%E1%BA%A1i_Ch%E1%BB%A7ng_vi%E1%BB%87n_Ph%C3%BA_Xu%C3%A2n_%281917%E2%80%931919%29_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Truy%E1%BB%81n_gi%C3%A1o_Urbaniana,[],{}
Trường Thánh Giuse,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Th%C3%A1nh_Giuse,[],{}
Trường Sĩ quan Chính trị,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_S%C4%A9_quan_Ch%C3%ADnh_tr%E1%BB%8B,[],{}
Trường Tham mưu và Chỉ huy,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Tham_m%C6%B0u_v%C3%A0_Ch%E1%BB%89_huy,[],{}
Trường Roundhay,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Roundhay,[],{}
Trường Thương mại Hailey,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Th%C6%B0%C6%A1ng_m%E1%BA%A1i_Hailey,[],{}
Trường Thánh Phêrô,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Th%C3%A1nh_Ph%C3%AAr%C3%B4,[],{}
Trường Kinh tế và Khoa học Chính trị Luân Đôn,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Kinh_t%E1%BA%BF_v%C3%A0_Khoa_h%E1%BB%8Dc_Ch%C3%ADnh_tr%E1%BB%8B_Lu%C3%A2n_%C4%90%C3%B4n,"[""Amartya Sen"", ""Asō Tarō"", ""Barack Obama"", ""Bill Clinton"", ""Clement Attlee"", ""Friedrich Hayek"", ""George Akerlof"", ""James Meade"", ""John F. Kennedy"", ""John Hicks"", ""Juan Manuel Santos"", ""Kim Campbell"", ""Margaret Thatcher"", ""Merton Miller"", ""Milton Friedman"", ""Moshe Sharett"", ""Philip Noel-Baker"", ""Pierre Trudeau"", ""Robert Mundell"", ""Romano Prodi"", ""Ronald Coase"", ""Ronald Reagan"", ""Thái Anh Văn"", ""Winston Churchill"", ""Óscar Arias"", ""Đại học Cambridge"", ""Đại học Edinburgh"", ""Đại học Exeter"", ""Đại học Glasgow"", ""Đại học Leeds"", ""Đại học London"", ""Đại học New York"", ""Đại học Nhà vua Luân Đôn"", ""Đại học Nottingham"", ""Đại học Oxford"", ""Đại học Yale""]","{""Tọa độ"": ""51°30′50,4″B 0°07′0,12″T ﻿ / ﻿ 51,5°B 0,11667°T ﻿ / 51.50000; -0.11667"", ""Khẩu hiệu"": ""Rerum Cognoscere Causas \""To Understand the Causes of Things\"""", ""Thành lập"": ""1895"", ""Giám đốc"": ""Sir Howard Davies"", ""Visitor"": ""The Lord President of the Council ex officio"", ""Giảng viên"": ""1,303"", ""Số Sinh viên"": ""8,810 [ 1 ]"", ""Linh vật"": """", ""Người đoạt giải Nobel"": ""14"", ""Publications"": ""The Beaver , Clare Market Review"", ""Website"": ""http://www.lse.ac.uk/"", ""Hiệu trưởng danh dự"": ""Her Royal Highness, The Princess Royal - Công chúa Anne"", ""Sinh viên đại học"": ""3,860 [ 1 ]"", ""Sinh viên sau đại học"": ""4,950 [ 1 ]""}"
Trường Thương mại IE,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Th%C6%B0%C6%A1ng_m%E1%BA%A1i_IE,[],{}
Trường Trung học Wangaratta,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_Wangaratta,[],{}
Trường Trung học Kim Lăng,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_Kim_L%C4%83ng,[],{}
Trường Trung học chương trình Pháp tại Cần Thơ Trường Võ bị Liên quân Viễn Đông Đà Lạt Học viện Quân sự Coetquidan và Võ bị Saint Cyr,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ch%C6%B0%C6%A1ng_tr%C3%ACnh_Ph%C3%A1p_t%E1%BA%A1i_C%E1%BA%A7n_Th%C6%A1_Tr%C6%B0%E1%BB%9Dng_V%C3%B5_b%E1%BB%8B_Li%C3%AAn_qu%C3%A2n_Vi%E1%BB%85n_%C4%90%C3%B4ng_%C4%90%C3%A0_L%E1%BA%A1t_H%E1%BB%8Dc_vi%E1%BB%87n_Qu%C3%A2n_s%E1%BB%B1_Coetquidan_v%C3%A0_V%C3%B5_b%E1%BB%8B_Saint_Cyr,[],{}
Trường THCS và THPT Hongō,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_THCS_v%C3%A0_THPT_Hong%C5%8D,[],{}
Trường Trung học Dandenong,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_Dandenong,[],{}
Trường Trung học Tài chính Mokpo,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_T%C3%A0i_ch%C3%ADnh_Mokpo,[],{}
"Trường Trung học phổ thông Chu Văn An, Hà Nội",university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_Chu_V%C4%83n_An%2C_H%C3%A0_N%E1%BB%99i,[],{}
Trường Trung học phổ thông Nguyễn Đình Chiểu (Tiền Giang),university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_Nguy%E1%BB%85n_%C4%90%C3%ACnh_Chi%E1%BB%83u_%28Ti%E1%BB%81n_Giang%29,[],{}
Trường Trung học phổ thông chuyên Quốc Học,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_chuy%C3%AAn_Qu%E1%BB%91c_H%E1%BB%8Dc,"[""Trường Trung học phổ thông chuyên Quốc Học – Huế""]",{}
Trường Tudor House,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Tudor_House,[],{}
Trường Võ bị Liên quân Saint-Cyr,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_V%C3%B5_b%E1%BB%8B_Li%C3%AAn_qu%C3%A2n_Saint-Cyr,[],{}
Trường Vũ trang Quân đội Hoa Kỳ,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_V%C5%A9_trang_Qu%C3%A2n_%C4%91%E1%BB%99i_Hoa_K%E1%BB%B3,[],{}
Trường Y Đông Virginia,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Y_%C4%90%C3%B4ng_Virginia,[],{}
Trường Westminster,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Westminster,[],{}
Trường Sĩ quan Lục quân (Đế quốc Nhật Bản),university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_S%C4%A9_quan_L%E1%BB%A5c_qu%C3%A2n_%28%C4%90%E1%BA%BF_qu%E1%BB%91c_Nh%E1%BA%ADt_B%E1%BA%A3n%29,[],{}
Trường kinh tế London,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_kinh_t%E1%BA%BF_London,[],{}
Trường luật Albany,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_lu%E1%BA%ADt_Albany,[],{}
Trường luật Philippines,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_lu%E1%BA%ADt_Philippines,[],{}
Trường Trung học Albert Sarraut,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_Albert_Sarraut,"[""Trường Trung học phổ thông Chu Văn An, Hà Nội"", ""Trần Lệ Xuân"", ""Viện Đại học Đông Dương"", ""Võ Nguyên Giáp""]","{""Tên khác"": ""Lycée de Hanoi, Grand Lycée"", ""Loại"": ""Lycée"", ""Thành lập"": ""1913-1965""}"
Trường luật Đại học Philippines,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_lu%E1%BA%ADt_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Philippines,[],{}
Trường luật San Beda,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_lu%E1%BA%ADt_San_Beda,[],{}
Trường nghiên cứu cao cấp thực hành,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_nghi%C3%AAn_c%E1%BB%A9u_cao_c%E1%BA%A5p_th%E1%BB%B1c_h%C3%A0nh,[],{}
Trường ngữ pháp King Edward VI,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_ng%E1%BB%AF_ph%C3%A1p_King_Edward_VI,[],{}
Trường quân sự Hoàng Phố,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_qu%C3%A2n_s%E1%BB%B1_Ho%C3%A0ng_Ph%E1%BB%91,[],{}
Trường trung học Henriettenplatz,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_trung_h%E1%BB%8Dc_Henriettenplatz,[],{}
Trường Đại học Houghton,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Houghton,[],{}
Trường kinh tế SGH Warsaw,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_kinh_t%E1%BA%BF_SGH_Warsaw,[],{}
Trường Đại học Công nghệ Quốc phòng Trung Quốc,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_C%C3%B4ng_ngh%E1%BB%87_Qu%E1%BB%91c_ph%C3%B2ng_Trung_Qu%E1%BB%91c,[],{}
Trường Đại học Kinh tế Quốc dân,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Kinh_t%E1%BA%BF_Qu%E1%BB%91c_d%C3%A2n,[],{}
Trường Đại học Luật Thành phố Hồ Chí Minh,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lu%E1%BA%ADt_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh,[],"{""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Sáng tri thức - Vững công minh"", ""Thành lập"": ""30 tháng 3 năm 1996 ; 29 năm trước ( 1996-03-30 )"", ""Hiệu trưởng"": ""TS. Lê Trường Sơn"", ""Website"": ""www .hcmulaw .edu .vn""}"
Trường Đại học Paris I,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_I,[],{}
Trường Đại học Panthéon-Assas,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Panth%C3%A9on-Assas,"[""Trường Đại học Paris II""]",{}
Trường Đại học Hà Nội,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_H%C3%A0_N%E1%BB%99i,"[""Phạm Minh Chính"", ""Đại học""]","{""Tên khác"": ""Trường Đại học Ngoại ngữ Thanh Xuân"", ""Tên cũ"": ""Trường Đại học Ngoại ngữ Hà Nội"", ""Loại"": ""Công lập"", ""Khẩu hiệu"": [""HANU brings you to the world"", ""(HANU đưa bạn ra thế giới)""], ""Thành lập"": ""1959; 66 năm trước"", ""Trạng thái"": ""Đang hoạt động"", ""Mã trường"": ""NHF"", ""Hiệu trưởng"": ""PGS TS Nguyễn Văn Trào [ 1 ]"", ""Màu"": ""Đỏ, vàng"", ""Website"": ""https://www.hanu.edu.vn"", ""Viết tắt"": ""HANU"", ""Phó hiệu trưởng"": ""Nguyễn Thị Cúc Phương""}"
Trường Đại học Khoa học Sài Gòn,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Khoa_h%E1%BB%8Dc_S%C3%A0i_G%C3%B2n,"[""Trường Đại học Tổng hợp Thành phố Hồ Chí Minh""]",{}
Trường sau đại học,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_sau_%C4%91%E1%BA%A1i_h%E1%BB%8Dc,"[""Đại học""]",{}
Trường Đại học Paris II,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Paris_II,"[""Đại học Paris""]","{""Tên khác"": ""Trường Đại học Panthéon-Assas"", ""Loại"": ""Đại học công lập"", ""Thành lập"": ""1971"", ""Giám đốc"": ""Patrick Gérard"", ""Hiệu trưởng"": ""Louis Vogel"", ""Giáo viên"": ""277"", ""Số học sinh"": ""18000"", ""Website"": ""http://www.u-paris2.fr/""}"
Trường Đại học Y khoa Azerbaijan,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Y_khoa_Azerbaijan,[],{}
Trường Trung học phổ thông chuyên Quốc Học – Huế,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_Trung_h%E1%BB%8Dc_ph%E1%BB%95_th%C3%B4ng_chuy%C3%AAn_Qu%E1%BB%91c_H%E1%BB%8Dc_%E2%80%93_Hu%E1%BA%BF,"[""Hồ Chí Minh"", ""Ngô Đình Diệm"", ""Trường Trung học phổ thông Chu Văn An, Hà Nội"", ""Trường Trung học phổ thông chuyên Quốc Học"", ""Viện Công nghệ Georgia"", ""Viện Đại học Đông Dương"", ""Võ Nguyên Giáp""]","{""Tên khác"": ""Quốc Học - Huế"", ""Loại"": ""Trung học phổ thông Chuyên"", ""Khẩu hiệu"": ""Hiền tài là nguyên khí quốc gia"", ""Thành lập"": ""1896"", ""Hiệu trưởng"": ""Nguyễn Phú Thọ"", ""Giáo viên"": ""khoảng 150"", ""Số học sinh"": ""khoảng 1500"", ""Website"": ""Trường Trung học phổ thông chuyên Quốc Học""}"
Trường Đại học Lao động Cộng sản Phương Đông,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Lao_%C4%91%E1%BB%99ng_C%E1%BB%99ng_s%E1%BA%A3n_Ph%C6%B0%C6%A1ng_%C4%90%C3%B4ng,"[""Hồ Chí Minh"", ""Tưởng Kinh Quốc"", ""Đặng Tiểu Bình""]",{}
Trường Đại học Philippines,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_Philippines,[],{}
Trường Đảng Trung ương,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A3ng_Trung_%C6%B0%C6%A1ng,"[""Trường Đảng Trung ương Đảng Cộng sản Trung Quốc""]",{}
Trường Đảng Trung ương Đảng Cộng sản Trung Quốc,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A3ng_Trung_%C6%B0%C6%A1ng_%C4%90%E1%BA%A3ng_C%E1%BB%99ng_s%E1%BA%A3n_Trung_Qu%E1%BB%91c,"[""Hồ Cẩm Đào"", ""Mao Trạch Đông"", ""Tăng Khánh Hồng"", ""Tập Cận Bình""]","{""Loại"": ""Đảng cộng sản Trung Quốc"", ""Thành lập"": ""1933"", ""Số Sinh viên"": ""1300"", ""Khuôn viên"": ""Nội thành : quận Hải Điến"", ""Màu"": """", ""Website"": ""www .ccps .gov .cn"", ""Thành viên"": ""Ủy ban Trung ương Đảng Cộng sản Trung Quốc""}"
Trường Đại học Mỏ – Địa chất,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_M%E1%BB%8F_%E2%80%93_%C4%90%E1%BB%8Ba_ch%E1%BA%A5t,"[""Trần Đức Lương""]","{""Tên cũ"": ""Khoa Mỏ – Địa chất, Trường Đại học Bách Khoa Hà Nội"", ""Loại"": ""Đại học công lập"", ""Khẩu hiệu"": ""Đoàn kết - Liêm chính - Trách nhiệm - Sáng tạo - Chất lượng"", ""Thành lập"": ""1966"", ""Hiệu trưởng"": ""GS.TS Trần Thanh Hải"", ""Số Sinh viên"": ""Khoảng 16.000 tính đến 31/12/2015"", ""Màu"": ""Xanh dương"", ""Website"": ""http://humg.edu.vn"", ""Viết tắt"": ""HUMG (MDC)"", ""Thành viên của"": ""Bộ Giáo dục và Đào tạo""}"
Trường đại học Tây Y Hồng Kông cho người Hoa,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%91%E1%BA%A1i_h%E1%BB%8Dc_T%C3%A2y_Y_H%E1%BB%93ng_K%C3%B4ng_cho_ng%C6%B0%E1%BB%9Di_Hoa,[],{}
Trường đại học Poitiers,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%91%E1%BA%A1i_h%E1%BB%8Dc_Poitiers,[],{}
Trường Đại học Tổng hợp Thành phố Hồ Chí Minh,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A1i_h%E1%BB%8Dc_T%E1%BB%95ng_h%E1%BB%A3p_Th%C3%A0nh_ph%E1%BB%91_H%E1%BB%93_Ch%C3%AD_Minh,"[""Trường Đại học Khoa học Sài Gòn"", ""Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh"", ""Viện Đại học Đông Dương""]",{}
United States Army War College,university,https://vi.wikipedia.org/wiki/United_States_Army_War_College,[],{}
Trường đại học Montpellier,university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%91%E1%BA%A1i_h%E1%BB%8Dc_Montpellier,[],{}
Trường Đảng Trung ương (Đảng Cộng sản Trung Quốc),university,https://vi.wikipedia.org/wiki/Tr%C6%B0%E1%BB%9Dng_%C4%90%E1%BA%A3ng_Trung_%C6%B0%C6%A1ng_%28%C4%90%E1%BA%A3ng_C%E1%BB%99ng_s%E1%BA%A3n_Trung_Qu%E1%BB%91c%29,[],{}
Union College,university,https://vi.wikipedia.org/wiki/Union_College,[],{}
