src_university,dst_university,relation
Đại học Georgetown,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Bocconi,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Tokyo,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Keio,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgetown,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgia,Học viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgia,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Georgia,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Dartmouth,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Gadjah Mada,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Malaya,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Philippines,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Yangon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Chulalongkorn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Chiang Mai,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Indonesia,Đại học Cần Thơ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Johns Hopkins,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Tokyo,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Georgetown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Bocconi,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Keio,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật Quốc gia Donetsk,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật München,Đại học Freiburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật München,Đại học Göttingen,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật München,Đại học Heidelberg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật München,Đại học Ludwig Maximilian München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật Quốc gia Moskva Bauman,Đại học Quốc gia Moskva,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kỹ thuật Quốc gia Moskva Bauman,Đại học Tổng hợp Sankt-Peterburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kyung Hee,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kyung Hee,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kyung Hee,Đại học Ritsumeikan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Kyung Hee,Đại học Quốc gia Moskva,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Linköping,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Linköping,Đại học Stockholm,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học London,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian Munich,Đại học Ludwig Maximilian München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Freiburg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Göttingen,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Heidelberg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Kỹ thuật München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Amsterdam,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Barcelona,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Edinburgh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Geneva,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Helsinki,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Leiden,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Lund,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Milan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Ludwig Maximilian München,Đại học Strasbourg,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Luân Đôn,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Luân Đôn,Đại học Hoàng đế Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Luân Đôn,Trường Kinh tế và Khoa học Chính trị Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malta,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Indonesia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Gadjah Mada,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Philippines,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Yangon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Chulalongkorn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Chiang Mai,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Malaya,Đại học Cần Thơ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Lund,Đại học Uppsala,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học Nottingham,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học Edinburgh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học London,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học Exeter,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học Glasgow,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Đại học Nhà vua Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Leeds,Trường Kinh tế và Khoa học Chính trị Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Milan,Đại học Milano,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Moskva,Đại học Quốc gia Moskva,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Amherst,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Boston,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Dartmouth,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Georgetown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Middlebury,Đại học Notre Dame,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Munich,Đại học Ludwig Maximilian München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học München,Đại học Ludwig Maximilian München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Michigan,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Glasgow,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học McGill,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Phục Đán,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Giao thông Tây An,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam Kinh,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học New South Wales,Đại học Quốc gia Úc,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học New South Wales,Đại học Sydney,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học New South Wales,Đại học Adelaide,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học New South Wales,Đại học Melbourne,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học New South Wales,Đại học Tây Úc,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Edinburgh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Exeter,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Glasgow,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Leeds,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Trường Kinh tế và Khoa học Chính trị Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhà vua Luân Đôn,Đại học Nottingham,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nam California,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học California tại Berkeley,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Viện Công nghệ Georgia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Kansas,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Michigan,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Minnesota,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Texas tại Austin,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Virginia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Washington,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Wisconsin–Madison,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Brown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Carnegie Mellon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Chicago,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Duke,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học New York,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Pennsylvania,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Nam California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina tại Chapel Hill,Đại học Toronto,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học North Carolina ở Chapel Hill,Đại học North Carolina tại Chapel Hill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Amherst,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Boston,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Viện Công nghệ California,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Cornell,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Dartmouth,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Georgetown,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Johns Hopkins,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Notre Dame,Đại học Middlebury,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học London,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học Edinburgh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học Exeter,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học Glasgow,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học Nhà vua Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Đại học Leeds,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nottingham,Trường Kinh tế và Khoa học Chính trị Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Panthéon-Assas,Trường Đại học Paris II,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris II,Trường Đại học Paris II,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Oulu,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris,Trường Đại học Paris II,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris,Đại học Paris-Sorbonne,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris,PSL Research University,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris,Đại học Paris Nanterre,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris-Sorbonne,Đại học Paris,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris-Sorbonne,Đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Paris Nanterre,Đại học Paris,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Nam Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Giao thông Tây An,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Phục Đán,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Indonesia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Gadjah Mada,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Malaya,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Yangon,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Quốc gia Singapore,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Chulalongkorn,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Chiang Mai,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Philippines,Đại học Cần Thơ,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Trường sau đại học,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Bắc Kinh,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Thanh Hoa,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Phục Đán,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Chiết Giang,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Giao thông Thượng Hải,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Columbia,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Ludwig Maximilian München,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Princeton,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học McGill,UNIVERSITY_MENTIONS_UNIVERSITY
Đại học Nhân dân Trung Quốc,Đại học Nhà vua Luân Đôn,UNIVERSITY_MENTIONS_UNIVERSITY
